,Company,Correlation
2112,"['NVDA', 'DEO']",-0.15
2113,"['NVDA', 'DHR']",0.15
2114,"['NVDA', 'DIS']",0.1
2115,"['NVDA', 'DLR']",0.15
2116,"['NVDA', 'DUK']",-0.15
2117,"['NVDA', 'ECL']",-0.15
2118,"['NVDA', 'EL']",0.1
2119,"['NVDA', 'ENB']",-0.15
2120,"['NVDA', 'EQIX']",0.15
2121,"['NVDA', 'EQNR']",-0.15
2122,"['NVDA', 'EXC']",0.1
2123,"['NVDA', 'FB']",0.3
2124,"['NVDA', 'FCX']",0.15
2125,"['NVDA', 'GE']",0.1
2126,"['NVDA', 'GOOG']",0.3
2127,"['NVDA', 'HD']",0.15
2128,"['NVDA', 'HON']",0.15
2129,"['NVDA', 'JD']",0.15
2130,"['NVDA', 'JNJ']",0.15
2131,"['NVDA', 'JPM']",0.15
2132,"['NVDA', 'KO']",-0.15
2133,"['NVDA', 'LLY']",0.15
2134,"['NVDA', 'LOW']",0.15
2135,"['NVDA', 'MA']",0.3
2136,"['NVDA', 'MCD']",0.1
2137,"['NVDA', 'MMM']",-0.15
2138,"['NVDA', 'MS']",0.15
2139,"['NVDA', 'MSFT']",0.7
2140,"['NVDA', 'NEE']",0.1
2141,"['NVDA', 'NEM']",0.1
2142,"['NVDA', 'NFLX']",0.15
2143,"['NVDA', 'NGG']",-0.15
2144,"['NVDA', 'NKE']",0.15
2145,"['NVO', 'AAPL']",0.1
2146,"['NVO', 'ABBV']",0.3
2147,"['NVO', 'ABT']",0.3
2148,"['NVO', 'ACN']",0.1
2149,"['NVO', 'ADBE']",0.15
2150,"['NVO', 'ADP']",0.1
2151,"['NVO', 'AEP']",0.1
2152,"['NVO', 'AMT']",0.1
2153,"['NVO', 'AMZN']",0.1
2154,"['NVO', 'APD']",0.1
2155,"['NVO', 'ASML']",0.15
2156,"['NVO', 'AVGO']",0.15
2157,"['NVO', 'AWK']",0.1
2158,"['NVO', 'BA']",-0.15
2159,"['NVO', 'BABA']",-0.15
2160,"['NVO', 'BAC']",0.1
2161,"['NVO', 'BBL']",0.1
2162,"['NVO', 'BHP']",0.1
2163,"['NVO', 'BP']",0.1
2164,"['NVO', 'BRK-A']",0.1
2165,"['NVO', 'C-PJ']",-0.15
2166,"['NVO', 'CAT']",0.1
2167,"['NVO', 'CCI']",-0.15
2168,"['NVO', 'CHTR']",-0.15
2169,"['NVO', 'CMCSA']",0.1
2170,"['NVO', 'COP']",0.1
2171,"['NVO', 'COST']",0.1
2172,"['NVO', 'CSCO']",0.1
2173,"['NVO', 'CTA-PB']",-0.15
2174,"['NVO', 'CVX']",0.1
2175,"['NVO', 'D']",0.15
2176,"['NVO', 'DE']",0.1
2177,"['NVO', 'DEO']",0.15
2178,"['NVO', 'DHR']",0.15
2179,"['NVO', 'DIS']",-0.15
2180,"['NVO', 'DLR']",0.1
2181,"['NVO', 'DUK']",-0.15
2182,"['NVO', 'ECL']",0.1
2183,"['NVO', 'EL']",0.15
2184,"['NVO', 'ENB']",0.1
2185,"['NVO', 'EQIX']",0.1
2186,"['NVO', 'EQNR']",0.1
2187,"['NVO', 'EXC']",0.1
2188,"['NVO', 'FB']",0.1
2189,"['NVO', 'FCX']",-0.15
2190,"['NVO', 'GE']",-0.15
2191,"['NVO', 'GOOG']",0.15
2192,"['NVO', 'HD']",0.15
2193,"['NVO', 'HON']",0.15
2194,"['NVO', 'JD']",0.1
2195,"['NVO', 'JNJ']",0.3
2196,"['NVO', 'JPM']",0.1
2197,"['NVO', 'KO']",0.1
2198,"['NVO', 'LLY']",0.65
2199,"['NVO', 'LOW']",0.1
2200,"['NVO', 'MA']",0.15
2201,"['NVO', 'MCD']",0.15
2202,"['NVO', 'MMM']",0.1
2203,"['NVO', 'MS']",0.15
2204,"['NVO', 'MSFT']",0.15
2205,"['NVO', 'NEE']",0.1
2206,"['NVO', 'NEM']",-0.15
2207,"['NVO', 'NFLX']",-0.15
2208,"['NVO', 'NGG']",0.1
2209,"['NVO', 'NKE']",0.15
2210,"['NVO', 'NVDA']",0.15
2211,"['NVS', 'AAPL']",0.1
2212,"['NVS', 'ABBV']",0.3
2213,"['NVS', 'ABT']",0.3
2214,"['NVS', 'ACN']",0.15
2215,"['NVS', 'ADBE']",0.1
2216,"['NVS', 'ADP']",0.15
2217,"['NVS', 'AEP']",0.1
2218,"['NVS', 'AMT']",0.1
2219,"['NVS', 'AMZN']",0.1
2220,"['NVS', 'APD']",0.15
2221,"['NVS', 'ASML']",0.15
2222,"['NVS', 'AVGO']",0.15
2223,"['NVS', 'AWK']",0.1
2224,"['NVS', 'BA']",-0.15
2225,"['NVS', 'BABA']",-0.15
2226,"['NVS', 'BAC']",0.1
2227,"['NVS', 'BBL']",0.1
2228,"['NVS', 'BHP']",0.1
2229,"['NVS', 'BP']",0.1
2230,"['NVS', 'BRK-A']",0.1
2231,"['NVS', 'C-PJ']",-0.15
2232,"['NVS', 'CAT']",0.1
2233,"['NVS', 'CCI']",0.1
2234,"['NVS', 'CHTR']",-0.15
2235,"['NVS', 'CMCSA']",0.1
2236,"['NVS', 'COP']",0.1
2237,"['NVS', 'COST']",0.15
2238,"['NVS', 'CSCO']",0.15
2239,"['NVS', 'CTA-PB']",0.1
2240,"['NVS', 'CVX']",0.1
2241,"['NVS', 'D']",0.15
2242,"['NVS', 'DE']",-0.15
2243,"['NVS', 'DEO']",0.15
2244,"['NVS', 'DHR']",0.15
2245,"['NVS', 'DIS']",-0.15
2246,"['NVS', 'DLR']",0.1
2247,"['NVS', 'DUK']",0.1
2248,"['NVS', 'ECL']",0.1
2249,"['NVS', 'EL']",0.15
2250,"['NVS', 'ENB']",0.1
2251,"['NVS', 'EQIX']",0.1
2252,"['NVS', 'EQNR']",0.1
2253,"['NVS', 'EXC']",0.1
2254,"['NVS', 'FB']",0.1
2255,"['NVS', 'FCX']",-0.15
2256,"['NVS', 'GE']",-0.15
2257,"['NVS', 'GOOG']",0.1
2258,"['NVS', 'HD']",0.15
2259,"['NVS', 'HON']",0.15
2260,"['NVS', 'JD']",0.1
2261,"['NVS', 'JNJ']",0.65
2262,"['NVS', 'JPM']",0.1
2263,"['NVS', 'KO']",0.15
2264,"['NVS', 'LLY']",0.4
2265,"['NVS', 'LOW']",0.1
2266,"['NVS', 'MA']",0.1
2267,"['NVS', 'MCD']",0.15
2268,"['NVS', 'MMM']",0.1
2269,"['NVS', 'MS']",0.15
2270,"['NVS', 'MSFT']",0.15
2271,"['NVS', 'NEE']",0.1
2272,"['NVS', 'NEM']",-0.1
2273,"['NVS', 'NFLX']",0.1
2274,"['NVS', 'NGG']",0.1
2275,"['NVS', 'NKE']",0.15
2276,"['NVS', 'NVDA']",0.15
2277,"['NVS', 'NVO']",0.65
2278,"['O', 'AAPL']",-0.15
2279,"['O', 'ABBV']",0.1
2280,"['O', 'ABT']",0.1
2281,"['O', 'ACN']",-0.15
2282,"['O', 'ADBE']",-0.15
2283,"['O', 'ADP']",0.1
2284,"['O', 'AEP']",0.15
2285,"['O', 'AMT']",0.1
2286,"['O', 'AMZN']",-0.3
2287,"['O', 'APD']",0.1
2288,"['O', 'ASML']",-0.15
2289,"['O', 'AVGO']",0.1
2290,"['O', 'AWK']",0.15
2291,"['O', 'BA']",0.15
2292,"['O', 'BABA']",-0.3
2293,"['O', 'BAC']",0.1
2294,"['O', 'BBL']",-0.15
2295,"['O', 'BHP']",0.1
2296,"['O', 'BP']",0.15
2297,"['O', 'BRK-A']",0.15
2298,"['O', 'C-PJ']",-0.15
2299,"['O', 'CAT']",0.15
2300,"['O', 'CCI']",0.15
2301,"['O', 'CHTR']",0.1
2302,"['O', 'CMCSA']",0.1
2303,"['O', 'COP']",0.15
2304,"['O', 'COST']",0.15
2305,"['O', 'CSCO']",0.1
2306,"['O', 'CTA-PB']",0.1
2307,"['O', 'CVX']",0.15
2308,"['O', 'D']",0.1
2309,"['O', 'DE']",0.1
2310,"['O', 'DEO']",0.1
2311,"['O', 'DHR']",0.15
2312,"['O', 'DIS']",-0.15
2313,"['O', 'DLR']",0.15
2314,"['O', 'DUK']",0.15
2315,"['O', 'ECL']",0.1
2316,"['O', 'EL']",0.1
2317,"['O', 'ENB']",0.1
2318,"['O', 'EQIX']",0.1
2319,"['O', 'EQNR']",0.1
2320,"['O', 'EXC']",0.15
2321,"['O', 'FB']",0.1
2322,"['O', 'FCX']",0.1
2323,"['O', 'GE']",0.1
2324,"['O', 'GOOG']",-0.15
2325,"['O', 'HD']",0.15
2326,"['O', 'HON']",0.15
2327,"['O', 'JD']",-0.15
2328,"['O', 'JNJ']",0.1
2329,"['O', 'JPM']",0.1
2330,"['O', 'KO']",0.15
2331,"['O', 'LLY']",0.1
2332,"['O', 'LOW']",0.15
2333,"['O', 'MA']",0.15
2334,"['O', 'MCD']",0.15
2335,"['O', 'MMM']",-0.15
2336,"['O', 'MS']",0.15
2337,"['O', 'MSFT']",-0.15
2338,"['O', 'NEE']",0.15
2339,"['O', 'NEM']",0.1
2340,"['O', 'NFLX']",-0.15
2341,"['O', 'NGG']",0.1
2342,"['O', 'NKE']",0.15
2343,"['O', 'NVDA']",-0.15
2344,"['O', 'NVO']",0.15
2345,"['O', 'NVS']",0.1
2346,"['ORCL', 'AAPL']",0.3
2347,"['ORCL', 'ABBV']",0.1
2348,"['ORCL', 'ABT']",0.1
2349,"['ORCL', 'ACN']",0.3
2350,"['ORCL', 'ADBE']",0.3
2351,"['ORCL', 'ADP']",0.15
2352,"['ORCL', 'AEP']",0.15
2353,"['ORCL', 'AMT']",0.1
2354,"['ORCL', 'AMZN']",0.3
2355,"['ORCL', 'APD']",0.1
2356,"['ORCL', 'ASML']",0.3
2357,"['ORCL', 'AVGO']",0.3
2358,"['ORCL', 'AWK']",-0.15
2359,"['ORCL', 'BA']",-0.15
2360,"['ORCL', 'BABA']",0.1
2361,"['ORCL', 'BAC']",0.1
2362,"['ORCL', 'BBL']",-0.15
2363,"['ORCL', 'BHP']",0.1
2364,"['ORCL', 'BP']",-0.3
2365,"['ORCL', 'BRK-A']",0.15
2366,"['ORCL', 'C-PJ']",-0.15
2367,"['ORCL', 'CAT']",0.1
2368,"['ORCL', 'CCI']",0.1
2369,"['ORCL', 'CHTR']",0.15
2370,"['ORCL', 'CMCSA']",0.15
2371,"['ORCL', 'COP']",-0.15
2372,"['ORCL', 'COST']",0.1
2373,"['ORCL', 'CSCO']",0.4
2374,"['ORCL', 'CTA-PB']",-0.15
2375,"['ORCL', 'CVX']",-0.15
2376,"['ORCL', 'D']",0.15
2377,"['ORCL', 'DE']",0.15
2378,"['ORCL', 'DEO']",-0.15
2379,"['ORCL', 'DHR']",0.15
2380,"['ORCL', 'DIS']",0.1
2381,"['ORCL', 'DLR']",0.15
2382,"['ORCL', 'DUK']",-0.15
2383,"['ORCL', 'ECL']",0.1
2384,"['ORCL', 'EL']",0.1
2385,"['ORCL', 'ENB']",-0.15
2386,"['ORCL', 'EQIX']",0.15
2387,"['ORCL', 'EQNR']",-0.15
2388,"['ORCL', 'EXC']",-0.15
2389,"['ORCL', 'FB']",0.3
2390,"['ORCL', 'FCX']",0.1
2391,"['ORCL', 'GE']",0.1
2392,"['ORCL', 'GOOG']",0.3
2393,"['ORCL', 'HD']",0.15
2394,"['ORCL', 'HON']",0.15
2395,"['ORCL', 'JD']",0.15
2396,"['ORCL', 'JNJ']",0.1
2397,"['ORCL', 'JPM']",0.1
2398,"['ORCL', 'KO']",-0.15
2399,"['ORCL', 'LLY']",0.1
2400,"['ORCL', 'LOW']",0.15
2401,"['ORCL', 'MA']",0.15
2402,"['ORCL', 'MCD']",0.1
2403,"['ORCL', 'MMM']",-0.15
2404,"['ORCL', 'MS']",0.15
2405,"['ORCL', 'MSFT']",0.6
2406,"['ORCL', 'NEE']",0.1
2407,"['ORCL', 'NEM']",-0.15
2408,"['ORCL', 'NFLX']",0.15
2409,"['ORCL', 'NGG']",-0.15
2410,"['ORCL', 'NKE']",0.15
2411,"['ORCL', 'NVDA']",0.4
2412,"['ORCL', 'NVO']",0.1
2413,"['ORCL', 'NVS']",0.1
2414,"['ORCL', 'O']",0.15
2415,"['PEP', 'AAPL']",0.15
2416,"['PEP', 'ABBV']",0.1
2417,"['PEP', 'ABT']",0.1
2418,"['PEP', 'ACN']",0.1
2419,"['PEP', 'ADBE']",0.15
2420,"['PEP', 'ADP']",0.1
2421,"['PEP', 'AEP']",0.1
2422,"['PEP', 'AMT']",0.1
2423,"['PEP', 'AMZN']",0.15
2424,"['PEP', 'APD']",0.1
2425,"['PEP', 'ASML']",0.1
2426,"['PEP', 'AVGO']",0.15
2427,"['PEP', 'AWK']",0.1
2428,"['PEP', 'BA']",-0.15
2429,"['PEP', 'BABA']",0.1
2430,"['PEP', 'BAC']",0.1
2431,"['PEP', 'BBL']",0.1
2432,"['PEP', 'BHP']",0.1
2433,"['PEP', 'BP']",-0.15
2434,"['PEP', 'BRK-A']",0.15
2435,"['PEP', 'C-PJ']",0.15
2436,"['PEP', 'CAT']",0.1
2437,"['PEP', 'CCI']",0.1
2438,"['PEP', 'CHTR']",0.1
2439,"['PEP', 'CMCSA']",0.15
2440,"['PEP', 'COP']",-0.15
2441,"['PEP', 'COST']",0.3
2442,"['PEP', 'CSCO']",0.15
2443,"['PEP', 'CTA-PB']",0.1
2444,"['PEP', 'CVX']",-0.15
2445,"['PEP', 'D']",0.15
2446,"['PEP', 'DE']",0.1
2447,"['PEP', 'DEO']",0.15
2448,"['PEP', 'DHR']",0.15
2449,"['PEP', 'DIS']",0.1
2450,"['PEP', 'DLR']",0.1
2451,"['PEP', 'DUK']",0.1
2452,"['PEP', 'ECL']",0.15
2453,"['PEP', 'EL']",0.1
2454,"['PEP', 'ENB']",0.1
2455,"['PEP', 'EQIX']",0.1
2456,"['PEP', 'EQNR']",-0.15
2457,"['PEP', 'EXC']",0.1
2458,"['PEP', 'FB']",0.15
2459,"['PEP', 'FCX']",0.1
2460,"['PEP', 'GE']",0.1
2461,"['PEP', 'GOOG']",0.15
2462,"['PEP', 'HD']",0.3
2463,"['PEP', 'HON']",0.15
2464,"['PEP', 'JD']",0.15
2465,"['PEP', 'JNJ']",0.15
2466,"['PEP', 'JPM']",0.1
2467,"['PEP', 'KO']",0.85
2468,"['PEP', 'LLY']",0.15
2469,"['PEP', 'LOW']",0.15
2470,"['PEP', 'MA']",0.15
2471,"['PEP', 'MCD']",0.6
2472,"['PEP', 'MMM']",0.15
2473,"['PEP', 'MS']",0.15
2474,"['PEP', 'MSFT']",0.15
2475,"['PEP', 'NEE']",0.1
2476,"['PEP', 'NEM']",-0.15
2477,"['PEP', 'NFLX']",0.1
2478,"['PEP', 'NGG']",0.1
2479,"['PEP', 'NKE']",0.3
2480,"['PEP', 'NVDA']",0.15
2481,"['PEP', 'NVO']",0.1
2482,"['PEP', 'NVS']",0.1
2483,"['PEP', 'O']",0.1
2484,"['PEP', 'ORCL']",0.1
2485,"['PFE', 'AAPL']",0.15
2486,"['PFE', 'ABBV']",0.65
2487,"['PFE', 'ABT']",0.3
2488,"['PFE', 'ACN']",0.15
2489,"['PFE', 'ADBE']",0.1
2490,"['PFE', 'ADP']",0.1
2491,"['PFE', 'AEP']",0.1
2492,"['PFE', 'AMT']",0.1
2493,"['PFE', 'AMZN']",0.1
2494,"['PFE', 'APD']",0.1
2495,"['PFE', 'ASML']",0.15
2496,"['PFE', 'AVGO']",0.15
2497,"['PFE', 'AWK']",-0.15
2498,"['PFE', 'BA']",0.1
2499,"['PFE', 'BABA']",-0.3
2500,"['PFE', 'BAC']",0.15
2501,"['PFE', 'BBL']",0.1
2502,"['PFE', 'BHP']",0.1
2503,"['PFE', 'BP']",0.1
2504,"['PFE', 'BRK-A']",0.1
2505,"['PFE', 'C-PJ']",0.1
2506,"['PFE', 'CAT']",0.1
2507,"['PFE', 'CCI']",-0.15
2508,"['PFE', 'CHTR']",-0.15
2509,"['PFE', 'CMCSA']",0.1
2510,"['PFE', 'COP']",0.1
2511,"['PFE', 'COST']",0.1
2512,"['PFE', 'CSCO']",0.15
2513,"['PFE', 'CTA-PB']",0.1
2514,"['PFE', 'CVX']",0.15
2515,"['PFE', 'D']",0.15
2516,"['PFE', 'DE']",0.1
2517,"['PFE', 'DEO']",0.1
2518,"['PFE', 'DHR']",0.1
2519,"['PFE', 'DIS']",-0.3
2520,"['PFE', 'DLR']",0.15
2521,"['PFE', 'DUK']",0.1
2522,"['PFE', 'ECL']",0.1
2523,"['PFE', 'EL']",0.1
2524,"['PFE', 'ENB']",0.1
2525,"['PFE', 'EQIX']",-0.15
2526,"['PFE', 'EQNR']",0.1
2527,"['PFE', 'EXC']",0.1
2528,"['PFE', 'FB']",0.1
2529,"['PFE', 'FCX']",0.1
2530,"['PFE', 'GE']",0.1
2531,"['PFE', 'GOOG']",0.15
2532,"['PFE', 'HD']",0.15
2533,"['PFE', 'HON']",0.15
2534,"['PFE', 'JD']",0.1
2535,"['PFE', 'JNJ']",0.65
2536,"['PFE', 'JPM']",0.15
2537,"['PFE', 'KO']",0.15
2538,"['PFE', 'LLY']",0.4
2539,"['PFE', 'LOW']",0.15
2540,"['PFE', 'MA']",0.1
2541,"['PFE', 'MCD']",0.1
2542,"['PFE', 'MMM']",0.1
2543,"['PFE', 'MS']",0.15
2544,"['PFE', 'MSFT']",0.15
2545,"['PFE', 'NEE']",0.1
2546,"['PFE', 'NEM']",0.1
2547,"['PFE', 'NFLX']",-0.15
2548,"['PFE', 'NGG']",-0.15
2549,"['PFE', 'NKE']",0.1
2550,"['PFE', 'NVDA']",0.15
2551,"['PFE', 'NVO']",0.15
2552,"['PFE', 'NVS']",0.15
2553,"['PFE', 'O']",0.1
2554,"['PFE', 'ORCL']",0.1
2555,"['PFE', 'PEP']",0.15
2556,"['PG', 'AAPL']",0.15
2557,"['PG', 'ABBV']",0.15
2558,"['PG', 'ABT']",0.15
2559,"['PG', 'ACN']",0.15
2560,"['PG', 'ADBE']",0.15
2561,"['PG', 'ADP']",0.1
2562,"['PG', 'AEP']",0.1
2563,"['PG', 'AMT']",0.1
2564,"['PG', 'AMZN']",0.15
2565,"['PG', 'APD']",0.15
2566,"['PG', 'ASML']",0.1
2567,"['PG', 'AVGO']",0.1
2568,"['PG', 'AWK']",0.1
2569,"['PG', 'BA']",-0.15
2570,"['PG', 'BABA']",-0.15
2571,"['PG', 'BAC']",0.1
2572,"['PG', 'BBL']",0.1
2573,"['PG', 'BHP']",0.1
2574,"['PG', 'BP']",0.1
2575,"['PG', 'BRK-A']",0.15
2576,"['PG', 'C-PJ']",0.15
2577,"['PG', 'CAT']",0.15
2578,"['PG', 'CCI']",0.1
2579,"['PG', 'CHTR']",0.1
2580,"['PG', 'CMCSA']",0.15
2581,"['PG', 'COP']",0.1
2582,"['PG', 'COST']",0.3
2583,"['PG', 'CSCO']",0.1
2584,"['PG', 'CTA-PB']",-0.15
2585,"['PG', 'CVX']",0.1
2586,"['PG', 'D']",0.15
2587,"['PG', 'DE']",0.1
2588,"['PG', 'DEO']",0.3
2589,"['PG', 'DHR']",0.15
2590,"['PG', 'DIS']",0.1
2591,"['PG', 'DLR']",0.1
2592,"['PG', 'DUK']",0.1
2593,"['PG', 'ECL']",0.15
2594,"['PG', 'EL']",0.15
2595,"['PG', 'ENB']",0.1
2596,"['PG', 'EQIX']",0.1
2597,"['PG', 'EQNR']",-0.15
2598,"['PG', 'EXC']",0.1
2599,"['PG', 'FB']",0.15
2600,"['PG', 'FCX']",0.1
2601,"['PG', 'GE']",0.1
2602,"['PG', 'GOOG']",0.15
2603,"['PG', 'HD']",0.3
2604,"['PG', 'HON']",0.4
2605,"['PG', 'JD']",0.15
2606,"['PG', 'JNJ']",0.4
2607,"['PG', 'JPM']",0.1
2608,"['PG', 'KO']",0.45
2609,"['PG', 'LLY']",0.15
2610,"['PG', 'LOW']",0.3
2611,"['PG', 'MA']",0.15
2612,"['PG', 'MCD']",0.3
2613,"['PG', 'MMM']",0.3
2614,"['PG', 'MS']",0.15
2615,"['PG', 'MSFT']",0.3
2616,"['PG', 'NEE']",0.1
2617,"['PG', 'NEM']",0.1
2618,"['PG', 'NFLX']",0.1
2619,"['PG', 'NGG']",0.1
2620,"['PG', 'NKE']",0.3
2621,"['PG', 'NVDA']",0.15
2622,"['PG', 'NVO']",0.15
2623,"['PG', 'NVS']",0.15
2624,"['PG', 'O']",0.15
2625,"['PG', 'ORCL']",0.1
2626,"['PG', 'PEP']",0.65
2627,"['PG', 'PFE']",0.15
2628,"['PLD', 'AAPL']",0.15
2629,"['PLD', 'ABBV']",0.1
2630,"['PLD', 'ABT']",0.1
2631,"['PLD', 'ACN']",0.15
2632,"['PLD', 'ADBE']",0.15
2633,"['PLD', 'ADP']",0.1
2634,"['PLD', 'AEP']",0.1
2635,"['PLD', 'AMT']",0.15
2636,"['PLD', 'AMZN']",0.15
2637,"['PLD', 'APD']",0.15
2638,"['PLD', 'ASML']",0.15
2639,"['PLD', 'AVGO']",0.15
2640,"['PLD', 'AWK']",0.1
2641,"['PLD', 'BA']",0.1
2642,"['PLD', 'BABA']",-0.15
2643,"['PLD', 'BAC']",0.15
2644,"['PLD', 'BBL']",0.1
2645,"['PLD', 'BHP']",0.1
2646,"['PLD', 'BP']",0.1
2647,"['PLD', 'BRK-A']",0.1
2648,"['PLD', 'C-PJ']",0.1
2649,"['PLD', 'CAT']",0.15
2650,"['PLD', 'CCI']",0.15
2651,"['PLD', 'CHTR']",0.1
2652,"['PLD', 'CMCSA']",0.18
2653,"['PLD', 'COP']",0.1
2654,"['PLD', 'COST']",0.18
2655,"['PLD', 'CSCO']",0.15
2656,"['PLD', 'CTA-PB']",0.1
2657,"['PLD', 'CVX']",0.1
2658,"['PLD', 'D']",0.1
2659,"['PLD', 'DE']",0.15
2660,"['PLD', 'DEO']",0.1
2661,"['PLD', 'DHR']",0.15
2662,"['PLD', 'DIS']",0.1
2663,"['PLD', 'DLR']",0.15
2664,"['PLD', 'DUK']",0.1
2665,"['PLD', 'ECL']",0.15
2666,"['PLD', 'EL']",0.15
2667,"['PLD', 'ENB']",-0.15
2668,"['PLD', 'EQIX']",0.3
2669,"['PLD', 'EQNR']",0.1
2670,"['PLD', 'EXC']",0.1
2671,"['PLD', 'FB']",0.1
2672,"['PLD', 'FCX']",0.1
2673,"['PLD', 'GE']",0.1
2674,"['PLD', 'GOOG']",0.15
2675,"['PLD', 'HD']",0.3
2676,"['PLD', 'HON']",0.3
2677,"['PLD', 'JD']",0.1
2678,"['PLD', 'JNJ']",0.1
2679,"['PLD', 'JPM']",0.15
2680,"['PLD', 'KO']",0.1
2681,"['PLD', 'LLY']",0.1
2682,"['PLD', 'LOW']",0.4
2683,"['PLD', 'MA']",0.15
2684,"['PLD', 'MCD']",0.1
2685,"['PLD', 'MMM']",0.1
2686,"['PLD', 'MS']",0.15
2687,"['PLD', 'MSFT']",0.15
2688,"['PLD', 'NEE']",0.15
2689,"['PLD', 'NEM']",0.1
2690,"['PLD', 'NFLX']",0.1
2691,"['PLD', 'NGG']",-0.15
2692,"['PLD', 'NKE']",0.15
2693,"['PLD', 'NVDA']",0.3
2694,"['PLD', 'NVO']",0.1
2695,"['PLD', 'NVS']",0.1
2696,"['PLD', 'O']",0.1
2697,"['PLD', 'ORCL']",0.1
2698,"['PLD', 'PEP']",0.15
2699,"['PLD', 'PFE']",0.1
2700,"['PLD', 'PG']",0.15
2701,"['PM', 'AAPL']",-0.15
2702,"['PM', 'ABBV']",0.15
2703,"['PM', 'ABT']",0.1
2704,"['PM', 'ACN']",0.1
2705,"['PM', 'ADBE']",-0.15
2706,"['PM', 'ADP']",0.1
2707,"['PM', 'AEP']",0.1
2708,"['PM', 'AMT']",0.1
2709,"['PM', 'AMZN']",-0.15
2710,"['PM', 'APD']",-0.15
2711,"['PM', 'ASML']",-0.15
2712,"['PM', 'AVGO']",-0.15
2713,"['PM', 'AWK']",0.1
2714,"['PM', 'BA']",-0.15
2715,"['PM', 'BABA']",-0.3
2716,"['PM', 'BAC']",-0.15
2717,"['PM', 'BBL']",0.1
2718,"['PM', 'BHP']",-0.15
2719,"['PM', 'BP']",0.1
2720,"['PM', 'BRK-A']",0.1
2721,"['PM', 'C-PJ']",-0.15
2722,"['PM', 'CAT']",-0.15
2723,"['PM', 'CCI']",0.1
2724,"['PM', 'CHTR']",-0.15
2725,"['PM', 'CMCSA']",-0.15
2726,"['PM', 'COP']",-0.15
2727,"['PM', 'COST']",0.1
2728,"['PM', 'CSCO']",0.1
2729,"['PM', 'CTA-PB']",0.1
2730,"['PM', 'CVX']",-0.15
2731,"['PM', 'D']",-0.15
2732,"['PM', 'DE']",0.1
2733,"['PM', 'DEO']",0.4
2734,"['PM', 'DHR']",0.1
2735,"['PM', 'DIS']",-0.3
2736,"['PM', 'DLR']",-0.15
2737,"['PM', 'DUK']",-0.15
2738,"['PM', 'ECL']",0.15
2739,"['PM', 'EL']",0.1
2740,"['PM', 'ENB']",-0.15
2741,"['PM', 'EQIX']",-0.15
2742,"['PM', 'EQNR']",-0.15
2743,"['PM', 'EXC']",-0.15
2744,"['PM', 'FB']",-0.15
2745,"['PM', 'FCX']",0.1
2746,"['PM', 'GE']",-0.15
2747,"['PM', 'GOOG']",-0.15
2748,"['PM', 'HD']",0.15
2749,"['PM', 'HON']",0.15
2750,"['PM', 'JD']",-0.15
2751,"['PM', 'JNJ']",0.15
2752,"['PM', 'JPM']",-0.15
2753,"['PM', 'KO']",0.15
2754,"['PM', 'LLY']",0.1
2755,"['PM', 'LOW']",0.1
2756,"['PM', 'MA']",0.15
2757,"['PM', 'MCD']",0.15
2758,"['PM', 'MMM']",0.1
2759,"['PM', 'MS']",0.15
2760,"['PM', 'MSFT']",-0.15
2761,"['PM', 'NEE']",-0.15
2762,"['PM', 'NEM']",-0.15
2763,"['PM', 'NFLX']",-0.15
2764,"['PM', 'NGG']",-0.15
2765,"['PM', 'NKE']",0.15
2766,"['PM', 'NVDA']",-0.15
2767,"['PM', 'NVO']",-0.15
2768,"['PM', 'NVS']",0.15
2769,"['PM', 'O']",0.15
2770,"['PM', 'ORCL']",-0.15
2771,"['PM', 'PEP']",0.15
2772,"['PM', 'PFE']",0.1
2773,"['PM', 'PG']",0.45
2774,"['PM', 'PLD']",0.15
2775,"['PSA', 'AAPL']",0.1
2776,"['PSA', 'ABBV']",0.1
2777,"['PSA', 'ABT']",0.1
2778,"['PSA', 'ACN']",0.1
2779,"['PSA', 'ADBE']",0.1
2780,"['PSA', 'ADP']",0.1
2781,"['PSA', 'AEP']",0.1
2782,"['PSA', 'AMT']",0.15
2783,"['PSA', 'AMZN']",0.1
2784,"['PSA', 'APD']",0.1
2785,"['PSA', 'ASML']",0.1
2786,"['PSA', 'AVGO']",0.1
2787,"['PSA', 'AWK']",0.1
2788,"['PSA', 'BA']",-0.15
2789,"['PSA', 'BABA']",-0.15
2790,"['PSA', 'BAC']",0.1
2791,"['PSA', 'BBL']",0.1
2792,"['PSA', 'BHP']",0.1
2793,"['PSA', 'BP']",-0.15
2794,"['PSA', 'BRK-A']",0.1
2795,"['PSA', 'C-PJ']",-0.15
2796,"['PSA', 'CAT']",0.1
2797,"['PSA', 'CCI']",0.45
2798,"['PSA', 'CHTR']",0.1
2799,"['PSA', 'CMCSA']",0.1
2800,"['PSA', 'COP']",-0.15
2801,"['PSA', 'COST']",0.15
2802,"['PSA', 'CSCO']",0.1
2803,"['PSA', 'CTA-PB']",0.1
2804,"['PSA', 'CVX']",-0.15
2805,"['PSA', 'D']",0.15
2806,"['PSA', 'DE']",0.1
2807,"['PSA', 'DEO']",0.1
2808,"['PSA', 'DHR']",0.15
2809,"['PSA', 'DIS']",-0.15
2810,"['PSA', 'DLR']",0.15
